"direction","p","expected_p","observed_minus_log10_p","expected_minus_log10_p"
"forward",0.844668533105206,0.814220183486239,0.0733136845237835,0.089258136213492
"forward",0.846192376707138,0.818807339449541,0.0725308915182399,0.0868182731563928
"forward",0.856178482551423,0.823394495412844,0.0674356910387435,0.0843920406902669
"forward",0.857900047548078,0.827981651376147,0.0665633081034697,0.0819792873629281
"forward",0.860441872079256,0.83256880733945,0.0652784634978577,0.0795798642324735
"forward",0.868304134617468,0.837155963302752,0.0613281309855254,0.0771936248121113
"forward",0.876560248598682,0.841743119266055,0.0572182281900284,0.0748204250164967
"forward",0.881486297867219,0.846330275229358,0.0547844341382351,0.0724601231095257
"forward",0.882200878477102,0.850917431192661,0.0544325140960745,0.0701125796535402
"forward",0.889475734214147,0.855504587155963,0.0508658954054008,0.0677776574598984
"forward",0.891754641377021,0.860091743119266,0.0497546215812171,0.0654552215408672
"forward",0.892239486956463,0.864678899082569,0.049518560529707,0.0631451390627932
"forward",0.89432302838217,0.869266055045872,0.0485055862324538,0.0608472793005137
"forward",0.906993636103803,0.873853211009174,0.0423957601446432,0.0585615135929667
"forward",0.909435009006983,0.878440366972477,0.0412283314967561,0.0562877152999633
"forward",0.91875577863187,0.88302752293578,0.0367999163485196,0.0540257597600854
"forward",0.919201273761159,0.887614678899083,0.0365893825061732,0.0517755242496746
"forward",0.92163988786761,0.892201834862385,0.035438737581966,0.0495368879428783
"forward",0.922984553934689,0.896788990825688,0.0348055667932228,0.0473097318727192
"forward",0.922984553934689,0.901376146788991,0.0348055667932228,0.0450939388931593
"forward",0.925885488391665,0.905963302752293,0.0334427226429552,0.0428893936421258
"forward",0.925885488391665,0.910550458715596,0.0334427226429552,0.0406959825054709
"forward",0.925885488391665,0.915137614678899,0.0334427226429552,0.0385135935818378
"forward",0.93629127699157,0.919724770642202,0.0285890227242368,0.0363421166484037
"forward",0.948143815031205,0.924311926605504,0.0231257836140559,0.0341814431274766
"forward",0.94998250059806,0.928899082568807,0.0222843946729382,0.0320314660539175
"forward",0.94998250059806,0.93348623853211,0.0222843946729382,0.029892080043366
"forward",0.952748881646244,0.938073394495413,0.0210215523381621,0.0277631812612442
"forward",0.952748881646244,0.942660550458715,0.0210215523381621,0.0256446673925168
"forward",0.958715112550042,0.947247706422018,0.0183104266441931,0.023536437612185
"forward",0.95890699995158,0.951834862385321,0.0182235110424491,0.0214383925564933
"forward",0.96029833298552,0.956422018348624,0.017593825042087,0.0193504342948285
"forward",0.96085465971081,0.961009174311927,0.0173422993857746,0.0172724663022907
"forward",0.961076424130338,0.965596330275229,0.0172420761624544,0.0152043934329177
